threshold,tp,fp,fn,tn,precision,recall,f1,accuracy,roc_auc,utility
0.45,31,14,17,162,0.6888888888888889,0.6458333333333334,0.6666666666666666,0.8616071428571429,0.8893229166666666,1480.0
0.452,31,13,17,163,0.7045454545454546,0.6458333333333334,0.6739130434782609,0.8660714285714286,0.8893229166666666,1485.0
0.454,31,13,17,163,0.7045454545454546,0.6458333333333334,0.6739130434782609,0.8660714285714286,0.8893229166666666,1485.0
0.456,31,13,17,163,0.7045454545454546,0.6458333333333334,0.6739130434782609,0.8660714285714286,0.8893229166666666,1485.0
0.458,31,13,17,163,0.7045454545454546,0.6458333333333334,0.6739130434782609,0.8660714285714286,0.8893229166666666,1485.0
0.46,31,11,17,165,0.7380952380952381,0.6458333333333334,0.6888888888888889,0.875,0.8893229166666666,1495.0
0.462,31,11,17,165,0.7380952380952381,0.6458333333333334,0.6888888888888889,0.875,0.8893229166666666,1495.0
0.464,31,11,17,165,0.7380952380952381,0.6458333333333334,0.6888888888888889,0.875,0.8893229166666666,1495.0
0.466,31,11,17,165,0.7380952380952381,0.6458333333333334,0.6888888888888889,0.875,0.8893229166666666,1495.0
0.468,31,11,17,165,0.7380952380952381,0.6458333333333334,0.6888888888888889,0.875,0.8893229166666666,1495.0
0.47000000000000003,30,11,18,165,0.7317073170731707,0.625,0.6741573033707865,0.8705357142857143,0.8893229166666666,1445.0
0.47200000000000003,30,11,18,165,0.7317073170731707,0.625,0.6741573033707865,0.8705357142857143,0.8893229166666666,1445.0
0.47400000000000003,30,11,18,165,0.7317073170731707,0.625,0.6741573033707865,0.8705357142857143,0.8893229166666666,1445.0
0.47600000000000003,30,11,18,165,0.7317073170731707,0.625,0.6741573033707865,0.8705357142857143,0.8893229166666666,1445.0
0.47800000000000004,30,11,18,165,0.7317073170731707,0.625,0.6741573033707865,0.8705357142857143,0.8893229166666666,1445.0
0.48,30,11,18,165,0.7317073170731707,0.625,0.6741573033707865,0.8705357142857143,0.8893229166666666,1445.0
0.482,30,11,18,165,0.7317073170731707,0.625,0.6741573033707865,0.8705357142857143,0.8893229166666666,1445.0
0.484,30,10,18,166,0.75,0.625,0.6818181818181818,0.875,0.8893229166666666,1450.0
0.486,30,10,18,166,0.75,0.625,0.6818181818181818,0.875,0.8893229166666666,1450.0
0.488,30,9,18,167,0.7692307692307693,0.625,0.6896551724137931,0.8794642857142857,0.8893229166666666,1455.0
0.49,30,9,18,167,0.7692307692307693,0.625,0.6896551724137931,0.8794642857142857,0.8893229166666666,1455.0
0.492,30,9,18,167,0.7692307692307693,0.625,0.6896551724137931,0.8794642857142857,0.8893229166666666,1455.0
0.494,29,9,19,167,0.7631578947368421,0.6041666666666666,0.6744186046511628,0.875,0.8893229166666666,1405.0
0.496,29,7,19,169,0.8055555555555556,0.6041666666666666,0.6904761904761905,0.8839285714285714,0.8893229166666666,1415.0
0.498,29,7,19,169,0.8055555555555556,0.6041666666666666,0.6904761904761905,0.8839285714285714,0.8893229166666666,1415.0
0.5,29,7,19,169,0.8055555555555556,0.6041666666666666,0.6904761904761905,0.8839285714285714,0.8893229166666666,1415.0
0.502,29,7,19,169,0.8055555555555556,0.6041666666666666,0.6904761904761905,0.8839285714285714,0.8893229166666666,1415.0
0.504,29,7,19,169,0.8055555555555556,0.6041666666666666,0.6904761904761905,0.8839285714285714,0.8893229166666666,1415.0
0.506,29,7,19,169,0.8055555555555556,0.6041666666666666,0.6904761904761905,0.8839285714285714,0.8893229166666666,1415.0
0.508,29,7,19,169,0.8055555555555556,0.6041666666666666,0.6904761904761905,0.8839285714285714,0.8893229166666666,1415.0
0.51,29,7,19,169,0.8055555555555556,0.6041666666666666,0.6904761904761905,0.8839285714285714,0.8893229166666666,1415.0
0.512,29,7,19,169,0.8055555555555556,0.6041666666666666,0.6904761904761905,0.8839285714285714,0.8893229166666666,1415.0
0.514,29,7,19,169,0.8055555555555556,0.6041666666666666,0.6904761904761905,0.8839285714285714,0.8893229166666666,1415.0
0.516,29,7,19,169,0.8055555555555556,0.6041666666666666,0.6904761904761905,0.8839285714285714,0.8893229166666666,1415.0
0.518,28,7,20,169,0.8,0.5833333333333334,0.6746987951807228,0.8794642857142857,0.8893229166666666,1365.0
0.52,28,7,20,169,0.8,0.5833333333333334,0.6746987951807228,0.8794642857142857,0.8893229166666666,1365.0
0.522,28,7,20,169,0.8,0.5833333333333334,0.6746987951807228,0.8794642857142857,0.8893229166666666,1365.0
0.524,28,7,20,169,0.8,0.5833333333333334,0.6746987951807228,0.8794642857142857,0.8893229166666666,1365.0
0.526,28,7,20,169,0.8,0.5833333333333334,0.6746987951807228,0.8794642857142857,0.8893229166666666,1365.0
0.528,28,7,20,169,0.8,0.5833333333333334,0.6746987951807228,0.8794642857142857,0.8893229166666666,1365.0
0.53,28,6,20,170,0.8235294117647058,0.5833333333333334,0.6829268292682927,0.8839285714285714,0.8893229166666666,1370.0
0.532,28,6,20,170,0.8235294117647058,0.5833333333333334,0.6829268292682927,0.8839285714285714,0.8893229166666666,1370.0
0.534,28,6,20,170,0.8235294117647058,0.5833333333333334,0.6829268292682927,0.8839285714285714,0.8893229166666666,1370.0
0.536,28,6,20,170,0.8235294117647058,0.5833333333333334,0.6829268292682927,0.8839285714285714,0.8893229166666666,1370.0
0.538,28,6,20,170,0.8235294117647058,0.5833333333333334,0.6829268292682927,0.8839285714285714,0.8893229166666666,1370.0
0.54,28,6,20,170,0.8235294117647058,0.5833333333333334,0.6829268292682927,0.8839285714285714,0.8893229166666666,1370.0
0.542,28,6,20,170,0.8235294117647058,0.5833333333333334,0.6829268292682927,0.8839285714285714,0.8893229166666666,1370.0
0.544,28,6,20,170,0.8235294117647058,0.5833333333333334,0.6829268292682927,0.8839285714285714,0.8893229166666666,1370.0
0.546,27,6,21,170,0.8181818181818182,0.5625,0.6666666666666666,0.8794642857142857,0.8893229166666666,1320.0
0.548,27,6,21,170,0.8181818181818182,0.5625,0.6666666666666666,0.8794642857142857,0.8893229166666666,1320.0
0.55,27,6,21,170,0.8181818181818182,0.5625,0.6666666666666666,0.8794642857142857,0.8893229166666666,1320.0
0.552,27,6,21,170,0.8181818181818182,0.5625,0.6666666666666666,0.8794642857142857,0.8893229166666666,1320.0
0.554,25,6,23,170,0.8064516129032258,0.5208333333333334,0.6329113924050633,0.8705357142857143,0.8893229166666666,1220.0
0.556,25,6,23,170,0.8064516129032258,0.5208333333333334,0.6329113924050633,0.8705357142857143,0.8893229166666666,1220.0
0.558,25,6,23,170,0.8064516129032258,0.5208333333333334,0.6329113924050633,0.8705357142857143,0.8893229166666666,1220.0
0.56,24,6,24,170,0.8,0.5,0.6153846153846154,0.8660714285714286,0.8893229166666666,1170.0
0.562,24,6,24,170,0.8,0.5,0.6153846153846154,0.8660714285714286,0.8893229166666666,1170.0
0.5640000000000001,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.5660000000000001,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.5680000000000001,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.5700000000000001,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.5720000000000001,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.5740000000000001,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.5760000000000001,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.578,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.58,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.582,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.584,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.586,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.588,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.59,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.592,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.594,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.596,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.598,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.6,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.602,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.604,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.606,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.608,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.61,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.612,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.614,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.616,23,6,25,170,0.7931034482758621,0.4791666666666667,0.5974025974025974,0.8616071428571429,0.8893229166666666,1120.0
0.618,23,5,25,171,0.8214285714285714,0.4791666666666667,0.6052631578947368,0.8660714285714286,0.8893229166666666,1125.0
0.62,23,5,25,171,0.8214285714285714,0.4791666666666667,0.6052631578947368,0.8660714285714286,0.8893229166666666,1125.0
0.622,23,5,25,171,0.8214285714285714,0.4791666666666667,0.6052631578947368,0.8660714285714286,0.8893229166666666,1125.0
0.624,23,5,25,171,0.8214285714285714,0.4791666666666667,0.6052631578947368,0.8660714285714286,0.8893229166666666,1125.0
0.626,22,5,26,171,0.8148148148148148,0.4583333333333333,0.5866666666666667,0.8616071428571429,0.8893229166666666,1075.0
0.628,22,5,26,171,0.8148148148148148,0.4583333333333333,0.5866666666666667,0.8616071428571429,0.8893229166666666,1075.0
0.63,22,5,26,171,0.8148148148148148,0.4583333333333333,0.5866666666666667,0.8616071428571429,0.8893229166666666,1075.0
0.632,22,4,26,172,0.8461538461538461,0.4583333333333333,0.5945945945945946,0.8660714285714286,0.8893229166666666,1080.0
0.634,22,4,26,172,0.8461538461538461,0.4583333333333333,0.5945945945945946,0.8660714285714286,0.8893229166666666,1080.0
0.636,22,4,26,172,0.8461538461538461,0.4583333333333333,0.5945945945945946,0.8660714285714286,0.8893229166666666,1080.0
0.638,22,4,26,172,0.8461538461538461,0.4583333333333333,0.5945945945945946,0.8660714285714286,0.8893229166666666,1080.0
0.64,22,4,26,172,0.8461538461538461,0.4583333333333333,0.5945945945945946,0.8660714285714286,0.8893229166666666,1080.0
0.642,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.644,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.646,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.648,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.65,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.652,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.654,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.656,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.658,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.66,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.662,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.664,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.666,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.668,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.67,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.672,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.674,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.676,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.678,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.68,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.682,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.684,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.686,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.6880000000000001,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.6900000000000001,21,4,27,172,0.84,0.4375,0.5753424657534246,0.8616071428571429,0.8893229166666666,1030.0
0.6920000000000001,19,4,29,172,0.8260869565217391,0.3958333333333333,0.5352112676056338,0.8526785714285714,0.8893229166666666,930.0
0.6940000000000001,19,4,29,172,0.8260869565217391,0.3958333333333333,0.5352112676056338,0.8526785714285714,0.8893229166666666,930.0
0.6960000000000001,19,4,29,172,0.8260869565217391,0.3958333333333333,0.5352112676056338,0.8526785714285714,0.8893229166666666,930.0
0.6980000000000001,19,4,29,172,0.8260869565217391,0.3958333333333333,0.5352112676056338,0.8526785714285714,0.8893229166666666,930.0
0.7000000000000001,19,4,29,172,0.8260869565217391,0.3958333333333333,0.5352112676056338,0.8526785714285714,0.8893229166666666,930.0
0.7020000000000001,19,4,29,172,0.8260869565217391,0.3958333333333333,0.5352112676056338,0.8526785714285714,0.8893229166666666,930.0
0.704,19,4,29,172,0.8260869565217391,0.3958333333333333,0.5352112676056338,0.8526785714285714,0.8893229166666666,930.0
0.706,19,4,29,172,0.8260869565217391,0.3958333333333333,0.5352112676056338,0.8526785714285714,0.8893229166666666,930.0
0.708,19,4,29,172,0.8260869565217391,0.3958333333333333,0.5352112676056338,0.8526785714285714,0.8893229166666666,930.0
0.71,19,4,29,172,0.8260869565217391,0.3958333333333333,0.5352112676056338,0.8526785714285714,0.8893229166666666,930.0
0.712,18,4,30,172,0.8181818181818182,0.375,0.5142857142857142,0.8482142857142857,0.8893229166666666,880.0
0.714,18,4,30,172,0.8181818181818182,0.375,0.5142857142857142,0.8482142857142857,0.8893229166666666,880.0
0.716,18,4,30,172,0.8181818181818182,0.375,0.5142857142857142,0.8482142857142857,0.8893229166666666,880.0
0.718,16,4,32,172,0.8,0.3333333333333333,0.47058823529411764,0.8392857142857143,0.8893229166666666,780.0
0.72,16,4,32,172,0.8,0.3333333333333333,0.47058823529411764,0.8392857142857143,0.8893229166666666,780.0
0.722,16,4,32,172,0.8,0.3333333333333333,0.47058823529411764,0.8392857142857143,0.8893229166666666,780.0
0.724,16,4,32,172,0.8,0.3333333333333333,0.47058823529411764,0.8392857142857143,0.8893229166666666,780.0
0.726,16,4,32,172,0.8,0.3333333333333333,0.47058823529411764,0.8392857142857143,0.8893229166666666,780.0
0.728,16,4,32,172,0.8,0.3333333333333333,0.47058823529411764,0.8392857142857143,0.8893229166666666,780.0
0.73,16,4,32,172,0.8,0.3333333333333333,0.47058823529411764,0.8392857142857143,0.8893229166666666,780.0
0.732,16,4,32,172,0.8,0.3333333333333333,0.47058823529411764,0.8392857142857143,0.8893229166666666,780.0
0.734,16,4,32,172,0.8,0.3333333333333333,0.47058823529411764,0.8392857142857143,0.8893229166666666,780.0
0.736,16,4,32,172,0.8,0.3333333333333333,0.47058823529411764,0.8392857142857143,0.8893229166666666,780.0
0.738,16,4,32,172,0.8,0.3333333333333333,0.47058823529411764,0.8392857142857143,0.8893229166666666,780.0
0.74,16,3,32,173,0.8421052631578947,0.3333333333333333,0.47761194029850745,0.84375,0.8893229166666666,785.0
0.742,16,3,32,173,0.8421052631578947,0.3333333333333333,0.47761194029850745,0.84375,0.8893229166666666,785.0
0.744,16,3,32,173,0.8421052631578947,0.3333333333333333,0.47761194029850745,0.84375,0.8893229166666666,785.0
0.746,16,3,32,173,0.8421052631578947,0.3333333333333333,0.47761194029850745,0.84375,0.8893229166666666,785.0
0.748,16,3,32,173,0.8421052631578947,0.3333333333333333,0.47761194029850745,0.84375,0.8893229166666666,785.0
0.75,16,3,32,173,0.8421052631578947,0.3333333333333333,0.47761194029850745,0.84375,0.8893229166666666,785.0
0.752,16,3,32,173,0.8421052631578947,0.3333333333333333,0.47761194029850745,0.84375,0.8893229166666666,785.0
0.754,16,3,32,173,0.8421052631578947,0.3333333333333333,0.47761194029850745,0.84375,0.8893229166666666,785.0
0.756,16,3,32,173,0.8421052631578947,0.3333333333333333,0.47761194029850745,0.84375,0.8893229166666666,785.0
0.758,16,3,32,173,0.8421052631578947,0.3333333333333333,0.47761194029850745,0.84375,0.8893229166666666,785.0
0.76,16,3,32,173,0.8421052631578947,0.3333333333333333,0.47761194029850745,0.84375,0.8893229166666666,785.0
0.762,16,3,32,173,0.8421052631578947,0.3333333333333333,0.47761194029850745,0.84375,0.8893229166666666,785.0
0.764,16,3,32,173,0.8421052631578947,0.3333333333333333,0.47761194029850745,0.84375,0.8893229166666666,785.0
0.766,16,3,32,173,0.8421052631578947,0.3333333333333333,0.47761194029850745,0.84375,0.8893229166666666,785.0
0.768,16,3,32,173,0.8421052631578947,0.3333333333333333,0.47761194029850745,0.84375,0.8893229166666666,785.0
0.77,14,3,34,173,0.8235294117647058,0.2916666666666667,0.4307692307692308,0.8348214285714286,0.8893229166666666,685.0
0.772,14,3,34,173,0.8235294117647058,0.2916666666666667,0.4307692307692308,0.8348214285714286,0.8893229166666666,685.0
0.774,14,3,34,173,0.8235294117647058,0.2916666666666667,0.4307692307692308,0.8348214285714286,0.8893229166666666,685.0
0.776,14,3,34,173,0.8235294117647058,0.2916666666666667,0.4307692307692308,0.8348214285714286,0.8893229166666666,685.0
0.778,13,3,35,173,0.8125,0.2708333333333333,0.40625,0.8303571428571429,0.8893229166666666,635.0
0.78,13,3,35,173,0.8125,0.2708333333333333,0.40625,0.8303571428571429,0.8893229166666666,635.0
0.782,13,3,35,173,0.8125,0.2708333333333333,0.40625,0.8303571428571429,0.8893229166666666,635.0
0.784,13,3,35,173,0.8125,0.2708333333333333,0.40625,0.8303571428571429,0.8893229166666666,635.0
0.786,13,3,35,173,0.8125,0.2708333333333333,0.40625,0.8303571428571429,0.8893229166666666,635.0
0.788,12,3,36,173,0.8,0.25,0.38095238095238093,0.8258928571428571,0.8893229166666666,585.0
0.79,12,3,36,173,0.8,0.25,0.38095238095238093,0.8258928571428571,0.8893229166666666,585.0
0.792,12,3,36,173,0.8,0.25,0.38095238095238093,0.8258928571428571,0.8893229166666666,585.0
0.794,12,3,36,173,0.8,0.25,0.38095238095238093,0.8258928571428571,0.8893229166666666,585.0
0.796,12,3,36,173,0.8,0.25,0.38095238095238093,0.8258928571428571,0.8893229166666666,585.0
0.798,12,3,36,173,0.8,0.25,0.38095238095238093,0.8258928571428571,0.8893229166666666,585.0
0.8,12,3,36,173,0.8,0.25,0.38095238095238093,0.8258928571428571,0.8893229166666666,585.0
0.802,11,3,37,173,0.7857142857142857,0.22916666666666666,0.3548387096774194,0.8214285714285714,0.8893229166666666,535.0
0.804,11,3,37,173,0.7857142857142857,0.22916666666666666,0.3548387096774194,0.8214285714285714,0.8893229166666666,535.0
0.806,11,3,37,173,0.7857142857142857,0.22916666666666666,0.3548387096774194,0.8214285714285714,0.8893229166666666,535.0
0.808,11,3,37,173,0.7857142857142857,0.22916666666666666,0.3548387096774194,0.8214285714285714,0.8893229166666666,535.0
0.81,10,2,38,174,0.8333333333333334,0.20833333333333334,0.3333333333333333,0.8214285714285714,0.8893229166666666,490.0
0.812,10,2,38,174,0.8333333333333334,0.20833333333333334,0.3333333333333333,0.8214285714285714,0.8893229166666666,490.0
0.8140000000000001,10,2,38,174,0.8333333333333334,0.20833333333333334,0.3333333333333333,0.8214285714285714,0.8893229166666666,490.0
0.8160000000000001,10,1,38,175,0.9090909090909091,0.20833333333333334,0.3389830508474576,0.8258928571428571,0.8893229166666666,495.0
0.8180000000000001,10,1,38,175,0.9090909090909091,0.20833333333333334,0.3389830508474576,0.8258928571428571,0.8893229166666666,495.0
0.8200000000000001,10,1,38,175,0.9090909090909091,0.20833333333333334,0.3389830508474576,0.8258928571428571,0.8893229166666666,495.0
0.8220000000000001,10,1,38,175,0.9090909090909091,0.20833333333333334,0.3389830508474576,0.8258928571428571,0.8893229166666666,495.0
0.8240000000000001,10,1,38,175,0.9090909090909091,0.20833333333333334,0.3389830508474576,0.8258928571428571,0.8893229166666666,495.0
0.8260000000000001,10,1,38,175,0.9090909090909091,0.20833333333333334,0.3389830508474576,0.8258928571428571,0.8893229166666666,495.0
0.8280000000000001,10,1,38,175,0.9090909090909091,0.20833333333333334,0.3389830508474576,0.8258928571428571,0.8893229166666666,495.0
0.8300000000000001,10,1,38,175,0.9090909090909091,0.20833333333333334,0.3389830508474576,0.8258928571428571,0.8893229166666666,495.0
0.8320000000000001,10,1,38,175,0.9090909090909091,0.20833333333333334,0.3389830508474576,0.8258928571428571,0.8893229166666666,495.0
0.834,9,1,39,175,0.9,0.1875,0.3103448275862069,0.8214285714285714,0.8893229166666666,445.0
0.836,9,1,39,175,0.9,0.1875,0.3103448275862069,0.8214285714285714,0.8893229166666666,445.0
0.838,9,1,39,175,0.9,0.1875,0.3103448275862069,0.8214285714285714,0.8893229166666666,445.0
0.84,9,1,39,175,0.9,0.1875,0.3103448275862069,0.8214285714285714,0.8893229166666666,445.0
0.842,6,1,42,175,0.8571428571428571,0.125,0.21818181818181817,0.8080357142857143,0.8893229166666666,295.0
0.844,6,1,42,175,0.8571428571428571,0.125,0.21818181818181817,0.8080357142857143,0.8893229166666666,295.0
0.846,6,1,42,175,0.8571428571428571,0.125,0.21818181818181817,0.8080357142857143,0.8893229166666666,295.0
0.848,6,1,42,175,0.8571428571428571,0.125,0.21818181818181817,0.8080357142857143,0.8893229166666666,295.0
0.85,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.852,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.854,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.856,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.858,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.86,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.862,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.864,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.866,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.868,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.87,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.872,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.874,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.876,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.878,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.88,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.882,5,1,43,175,0.8333333333333334,0.10416666666666667,0.18518518518518517,0.8035714285714286,0.8893229166666666,245.0
0.884,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.886,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.888,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.89,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.892,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.894,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.896,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.898,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.9,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.902,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.904,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.906,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.908,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.91,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.912,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.914,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.916,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.918,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.92,3,1,45,175,0.75,0.0625,0.11538461538461539,0.7946428571428571,0.8893229166666666,145.0
0.922,1,1,47,175,0.5,0.020833333333333332,0.04,0.7857142857142857,0.8893229166666666,45.0
0.924,1,1,47,175,0.5,0.020833333333333332,0.04,0.7857142857142857,0.8893229166666666,45.0
0.926,1,1,47,175,0.5,0.020833333333333332,0.04,0.7857142857142857,0.8893229166666666,45.0
